brand,name,city,state,lat,lng,geo_precision,platform,platform_key,platform_loc,ring_status,nearest_pool,nearest_mi,n_pools_in_ring,enrolled_estimate,capacity_observed,utilization_pct,evidence,kind,per_lesson,monthly_price,price_method
SafeSplash,"SafeSplash Sioux Falls (Woodlake), SD",Sioux Falls,SD,43.50308,-96.76802,,iclasspro,siouxfallswoodlakesd,1,prospective,Hoffman Estates,448.66,0,46,83,55.4,seatmodel_unvalidated,derived,33.75,146.14,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Collierville, TN",Collierville,TN,35.04703,-89.69887,,iclasspro,colliervilletn,1,prospective,O'Fallon,263.69,0,190,321,59.2,seatmodel_unvalidated,derived,26.5,114.75,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Cool Springs, TN",Franklin,TN,35.962784,-86.81306,,iclasspro,coolspringstn,1,prospective,Sandy Plains,188.14,0,805,994,81.0,seatmodel_unvalidated,derived,40.0,173.2,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Lakeland, TN",Lakeland,TN,35.20556,-89.76737,,iclasspro,lakelandtn,1,prospective,O'Fallon,252.18,0,232,324,71.6,seatmodel_unvalidated,derived,26.5,114.75,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Arlington, TX",Arlington,TX,32.68352,-97.12779,,iclasspro,arlingtontx,1,prospective,Plano,30.46,0,124,237,52.3,seatmodel_unvalidated,derived,33.0,142.89,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Boerne, TX",Boerne,TX,29.709084,-98.65719,,iclasspro,boernetx,1,prospective,Austin - Central,70.95,0,488,724,67.4,seatmodel_unvalidated,derived,30.75,133.15,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Bridgeland, TX",Cypress,TX,29.927183,-95.73409,,iclasspro,bridgelandtx,2,prospective,Katy,14.14,0,584,693,84.3,seatmodel_unvalidated,derived,31.5,136.4,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Flower Mound, TX",Flower Mound,TX,33.01123,-97.0441,,iclasspro,flowermoundtx,1,prospective,Frisco,13.46,0,408,513,79.5,seatmodel_unvalidated,derived,31.0,134.23,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Frisco (Little Elm), TX",Frisco,TX,33.15425,-96.84294,,iclasspro,friscolittleelmtx,1,in_ring,Frisco,2.79,2,86,130,66.2,seatmodel_unvalidated,derived,30.0,129.9,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Garland, TX",Garland,TX,32.85844,-96.6474,,iclasspro,garlandtx,1,prospective,Plano,14.32,0,81,149,54.4,seatmodel_unvalidated,derived,30.0,129.9,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Kirby Creek, TX",Grand Prairie,TX,32.69572,-97.00368,,iclasspro,kirbycreektx,1,prospective,Plano,25.74,0,141,230,61.3,seatmodel_unvalidated,derived,33.0,142.89,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash McKinney (Central Expy & Eldorado), TX",McKinney,TX,33.18,-96.6508,,iclasspro,mckinneycentralexpyeldoradotx,1,in_ring,Allen,3.48,1,23,47,48.9,seatmodel_unvalidated,derived,30.0,129.9,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash McKinney (Custer Road), TX",McKinney,TX,33.19958,-96.73478,,iclasspro,mckinneycusterroadtx,1,in_ring,Allen,6.78,2,318,353,90.1,seatmodel_unvalidated,derived,30.0,129.9,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash North Dallas (Royal), TX",Dallas,TX,32.90081,-96.76978,,iclasspro,northdallasroyaltx,1,in_ring,Plano,8.67,1,0,89,0.0,seatmodel_unvalidated,derived,35.0,151.55,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Prosper (University Dr), TX",Prosper,TX,33.221184,-96.88167,,iclasspro,prosperuniversitydrtx,1,in_ring,Frisco,4.4,1,476,639,74.5,seatmodel_unvalidated,derived,30.0,129.9,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Richardson, TX",Richardson,TX,32.975376,-96.6977,,iclasspro,richardsontx,1,in_ring,Plano,6.59,1,17,49,34.7,seatmodel_unvalidated,derived,30.0,129.9,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Round Rock (Brushy Creek), TX",Round Rock,TX,30.505136,-97.718155,,iclasspro,roundrockbrushycreektx,1,prospective,Austin - Central,12.54,0,79,133,59.4,seatmodel_unvalidated,derived,33.0,142.89,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Sachse, TX",Sachse,TX,32.989544,-96.57161,,iclasspro,sachsetx,1,prospective,Allen,10.75,0,122,148,82.4,seatmodel_unvalidated,derived,29.0,125.57,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Saginaw, TX",Saginaw,TX,32.87184,-97.34238,,iclasspro,saginawtx,1,prospective,Frisco,32.78,0,328,514,63.8,seatmodel_unvalidated,derived,32.0,138.56,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash San Antonio (Bulverde Marketplace), TX",San Antonio,TX,29.595173,-98.42194,,iclasspro,sanantoniobulverdemarketplacetx,1,prospective,Austin - Central,66.07,0,509,821,62.0,seatmodel_unvalidated,derived,30.0,129.9,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Temple (West), TX",Temple,TX,31.134315,-97.417046,,iclasspro,templewesttx,1,prospective,Austin - Central,58.59,0,547,738,74.1,seatmodel_unvalidated,derived,34.5,149.38,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Woodway, TX",Woodway,TX,31.504057,-97.19951,,iclasspro,woodwaytx,1,prospective,Austin - Central,86.92,0,147,253,58.1,seatmodel_unvalidated,derived,31.25,135.31,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Alexandria (Kingstowne), VA",Alexandria,VA,38.78512,-77.12959,,iclasspro,alexandriakingstowneva,1,in_ring,Springfield,3.36,3,289,409,70.7,seatmodel_unvalidated,derived,35.0,151.55,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Sterling, VA",Sterling,VA,39.013172,-77.37323,,iclasspro,sterlingva,1,in_ring,Dulles,5.75,2,191,475,40.2,seatmodel_unvalidated,derived,37.0,160.21,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Bellevue, WA",Bellevue,WA,47.60923,-122.13965,,iclasspro,bellevuewa,1,prospective,Cottonwood Heights,701.31,0,58,85,68.2,seatmodel_unvalidated,derived,41.0,177.53,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Kent (Panther Lake), WA",Kent,WA,47.417324,-122.195274,,iclasspro,kentpantherlakewa,1,prospective,Cottonwood Heights,694.93,0,71,103,68.9,seatmodel_unvalidated,derived,39.5,171.03,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Kirkland, WA",Kirkland,WA,47.70844,-122.17928,,iclasspro,kirklandwa,1,prospective,Cottonwood Heights,707.12,0,151,182,83.0,seatmodel_unvalidated,derived,42.0,181.86,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Redmond, WA",Redmond,WA,47.66964,-122.11386,,iclasspro,redmondwa,1,prospective,Cottonwood Heights,703.06,0,104,152,68.4,seatmodel_unvalidated,derived,43.0,186.19,iclasspro_class_detail_tuition
SafeSplash,"SafeSplash Renton (Fairwood), WA",Renton,WA,47.44602,-122.15187,,iclasspro,rentonfairwoodwa,1,prospective,Cottonwood Heights,694.6,0,109,160,68.1,seatmodel_unvalidated,derived,37.0,160.21,iclasspro_class_detail_tuition
Water Wings,"Water Wings Swim School - Sherman Oaks, CA",Sherman Oaks,CA,34.1526,-118.4322,zip_centroid,unleashed,1d75c5d2-4488-440f-ae53-4705088ba77f,shermanoaksca,prospective,Torrance,22.78,0,1173,1415,82.9,observed_published_capacity,published,33.03,143.0,unleashed_membership_1x_group
Water Wings,"Water Wings Swim School - La Verne, CA",La Verne,CA,34.1159,-117.7708,zip_centroid,unleashed,1702d4ed-4606-4feb-9b6f-7ac4b5804938,laverneca,prospective,Tustin,27.09,0,434,1076,40.3,observed_published_capacity,published,33.03,143.0,unleashed_membership_1x_group
Water Wings,"Water Wings Swim School - Agoura Hills, CA",Agoura Hills,CA,34.1227,-118.7573,zip_centroid,unleashed,833cc3a4-720d-4be1-82bc-96251952ae04,agourahillsca,prospective,Torrance,30.81,0,573,968,59.2,observed_published_capacity,published,33.03,143.0,unleashed_membership_1x_group
Water Wings,"Water Wings Swim School - Canoga Park, CA",Canoga Park,CA,34.1993,-118.5983,zip_centroid,unleashed,e77fc13e-a7be-4d31-8ab4-97a66833555f,canogaparkca,prospective,Torrance,29.17,0,547,702,77.9,observed_published_capacity,published,33.03,143.0,unleashed_membership_1x_group
Water Wings,"Water Wings Swim School - Northridge, CA",Northridge,CA,34.2367,-118.5466,zip_centroid,unleashed,b66ca0a1-894a-4e31-adc9-b10fdec76758,northridgeca,prospective,Torrance,30.25,0,1517,1921,79.0,observed_published_capacity,published,33.03,143.0,unleashed_membership_1x_group
Water Wings,"Water Wings Swim School - Encino, CA",Encino,CA,34.151,-118.4882,zip_centroid,unleashed,d34ae2f0-beb7-441c-bc54-be0d1e91ae71,encinoca,prospective,Torrance,23.53,0,935,1176,79.5,observed_published_capacity,published,33.03,143.0,unleashed_membership_1x_group
Water Wings,"Water Wings Swim School - Lakewood, CO",Lakewood,CO,39.7123,-105.0918,zip_centroid,unleashed,79995651-6ca3-49d6-b9c2-7b817edff444,lakewoodco,prospective,Northglenn,13.3,0,,,,not_sized,none,,,
Water Wings,"Water Wings Swim School - Boise, ID",Boise,ID,43.5741,-116.2941,zip_centroid,unleashed,84b7141d-21a7-47d1-9676-70be6bd75165,boiseid,prospective,Cottonwood Heights,305.58,0,,,,not_sized,none,24.94,108.0,unleashed_membership_1x_group
Water Wings,"Water Wings Swim School - Eagle, ID",Eagle,ID,43.7069,-116.362,zip_centroid,unleashed,dfef49d8-fb87-4732-8b46-9364f2d2d76f,eagleid,prospective,Cottonwood Heights,314.14,0,242,482,50.2,observed_published_capacity,published,24.94,108.0,unleashed_membership_1x_group
Water Wings,"Water Wings Swim School - Nampa, ID",Nampa,ID,43.5937,-116.536,zip_centroid,unleashed,bca7b9e1-f8c4-4c3b-9c48-959fac4a1277,nampaid,prospective,Cottonwood Heights,315.77,0,,,,not_sized,none,24.94,108.0,unleashed_membership_1x_group
Water Wings,"Water Wings Swim School - Brighton, MI",Brighton,MI,42.5371,-83.7756,zip_centroid,unleashed,b4d3b952-1228-45a5-aa90-6151abd5206f,brightonmi,prospective,Ann Arbor,20.07,0,,,,not_sized,none,,,
Water Wings,"Water Wings Swim School - Billings, MT",Billings,MT,45.7813,-108.5727,zip_centroid,unleashed,6d81afa7-031c-4cc4-b9a8-d04daef58700,billingsmt,prospective,Cottonwood Heights,392.74,0,,,,not_sized,none,32.33,140.0,unleashed_membership_1x_group
Water Wings,"Water Wings Swim School - Green Valley, NV",Green Valley,NV,35.9878,-115.1167,zip_centroid,unleashed,c3886fef-9752-41f2-a2f3-08a59dfd337f,greenvalleynv,prospective,Tustin,217.94,0,654,1443,45.3,observed_published_capacity,published,30.02,130.0,unleashed_membership_1x_group
Water Wings,"Water Wings Swim School - Centennial, NV",Centennial,NV,36.0383,-115.1462,zip_centroid,unleashed,c07ab56b-b80f-4e4b-b645-b725ce58f36c,centennialnv,prospective,Tustin,219.28,0,632,1312,48.2,observed_published_capacity,published,30.02,130.0,unleashed_membership_1x_group
Water Wings,"Water Wings Swim School - Summerlin, NV",Summerlin,NV,36.1128,-115.2801,zip_centroid,unleashed,5ca07f95-452b-46a8-93ea-d63bc2ea6130,summerlinnv,prospective,Tustin,217.99,0,804,1380,58.3,observed_published_capacity,published,30.02,130.0,unleashed_membership_1x_group
Water Wings,"Water Wings Swim School - Cypress, TX",Cypress,TX,29.8836,-95.7025,zip_centroid,unleashed,7103c84e-8c5c-41a5-a7f2-419a1ee2fa88,cypresstx,prospective,Katy,12.52,0,107,486,22.0,observed_published_capacity,published,32.33,140.0,unleashed_membership_1x_group
Water Wings,"Water Wings Swim School - Colleyville, TX",Colleyville,TX,32.8872,-97.146,zip_centroid,unleashed,6a37e382-18fb-4f8c-9ed0-4aa533486a1d,colleyvilletx,prospective,Plano,22.44,0,336,553,60.8,observed_published_capacity,published,30.02,130.0,unleashed_membership_1x_group
Water Wings,"Water Wings Swim School - Arlington (South), TX",Arlington (South),TX,32.6289,-97.1517,zip_centroid,unleashed,fff54bfb-92ae-437e-a4d9-6c972d710610,arlington-south-tx,prospective,Plano,34.29,0,,,,not_sized,none,32.33,140.0,unleashed_membership_1x_group
Water Wings,"Water Wings Swim School - Frisco, TX",Frisco,TX,33.1377,-96.7524,zip_centroid,unleashed,2c4a86ef-799d-48cf-b94c-896620090b63,friscotx,in_ring,Allen,5.8,3,,,,not_sized,none,32.33,140.0,unleashed_membership_1x_group
Water Wings,"Water Wings Swim School - Marysville, WA",Marysville,WA,48.0656,-122.1562,zip_centroid,unleashed,9108a988-0016-4e89-92f5-979ce554f633,marysvillewa,prospective,Cottonwood Heights,722.43,0,,,,not_sized,none,,,
